Indicator,Group,State,Time Period Label,Percentage,Confidence Interval
Symptoms of Anxiety Disorder,By State,Illinois,"May 12 - May 24, 2021",24.5,20.9 - 28.5
Symptoms of Anxiety Disorder,By State,Indiana,"May 12 - May 24, 2021",24.0,20.2 - 28.2
Symptoms of Anxiety Disorder,By State,Iowa,"May 12 - May 24, 2021",23.6,20.1 - 27.4
Symptoms of Anxiety Disorder,By State,Kansas,"May 12 - May 24, 2021",21.9,18.6 - 25.4
Symptoms of Anxiety Disorder,By State,Kentucky,"May 12 - May 24, 2021",27.6,22.9 - 32.7
Symptoms of Anxiety Disorder,By State,Louisiana,"May 12 - May 24, 2021",27.6,21.0 - 35.1
Symptoms of Anxiety Disorder,By State,Maine,"May 12 - May 24, 2021",22.6,17.6 - 28.3
Symptoms of Anxiety Disorder,By State,Maryland,"May 12 - May 24, 2021",24.1,20.7 - 27.7
Symptoms of Anxiety Disorder,By State,Massachusetts,"May 12 - May 24, 2021",24.9,21.6 - 28.5
Symptoms of Anxiety Disorder,By State,Michigan,"May 12 - May 24, 2021",25.7,22.7 - 28.9
Symptoms of Anxiety Disorder,By State,Minnesota,"May 12 - May 24, 2021",20.2,17.4 - 23.3
Symptoms of Anxiety Disorder,By State,Mississippi,"May 12 - May 24, 2021",27.9,21.7 - 34.7
Symptoms of Anxiety Disorder,By State,Missouri,"May 12 - May 24, 2021",23.4,20.0 - 27.2
Symptoms of Anxiety Disorder,By State,Montana,"May 12 - May 24, 2021",23.7,17.5 - 30.9
Symptoms of Anxiety Disorder,By State,Nebraska,"May 12 - May 24, 2021",21.5,18.0 - 25.4
Symptoms of Anxiety Disorder,By State,Nevada,"May 12 - May 24, 2021",25.9,22.0 - 30.0
Symptoms of Anxiety Disorder,By State,New Hampshire,"May 12 - May 24, 2021",19.6,15.3 - 24.4
Symptoms of Anxiety Disorder,By State,New Jersey,"May 12 - May 24, 2021",24.1,21.0 - 27.5
Symptoms of Anxiety Disorder,By State,New Mexico,"May 12 - May 24, 2021",24.3,20.9 - 27.9
Symptoms of Anxiety Disorder,By State,New York,"May 12 - May 24, 2021",27.0,22.4 - 32.1
Symptoms of Anxiety Disorder,By State,North Carolina,"May 12 - May 24, 2021",25.0,20.9 - 29.4
Symptoms of Anxiety Disorder,By State,North Dakota,"May 12 - May 24, 2021",19.6,13.9 - 26.4
Symptoms of Anxiety Disorder,By State,Ohio,"May 12 - May 24, 2021",24.4,20.0 - 29.1
Symptoms of Anxiety Disorder,By State,Oklahoma,"May 12 - May 24, 2021",29.0,23.7 - 34.7
Symptoms of Anxiety Disorder,By State,Oregon,"May 12 - May 24, 2021",27.9,24.8 - 31.1
Symptoms of Anxiety Disorder,By State,Pennsylvania,"May 12 - May 24, 2021",27.5,23.9 - 31.3
Symptoms of Anxiety Disorder,By State,Rhode Island,"May 12 - May 24, 2021",20.2,15.9 - 25.1
Symptoms of Anxiety Disorder,By State,South Carolina,"May 12 - May 24, 2021",28.0,23.6 - 32.8
Symptoms of Anxiety Disorder,By State,South Dakota,"May 12 - May 24, 2021",17.2,12.9 - 22.4
Symptoms of Anxiety Disorder,By State,Tennessee,"May 12 - May 24, 2021",26.9,23.3 - 30.7
Symptoms of Anxiety Disorder,By State,Texas,"May 12 - May 24, 2021",26.5,23.9 - 29.3
Symptoms of Anxiety Disorder,By State,Utah,"May 12 - May 24, 2021",22.9,19.3 - 26.8
Symptoms of Anxiety Disorder,By State,Vermont,"May 12 - May 24, 2021",24.6,19.0 - 30.9
Symptoms of Anxiety Disorder,By State,Virginia,"May 12 - May 24, 2021",28.2,24.9 - 31.8
Symptoms of Anxiety Disorder,By State,Washington,"May 12 - May 24, 2021",27.0,24.4 - 29.6
Symptoms of Anxiety Disorder,By State,West Virginia,"May 12 - May 24, 2021",26.3,20.9 - 32.2
Symptoms of Anxiety Disorder,By State,Wisconsin,"May 12 - May 24, 2021",26.0,22.3 - 29.9
Symptoms of Anxiety Disorder,By State,Wyoming,"May 12 - May 24, 2021",29.0,20.8 - 38.3
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,"May 12 - May 24, 2021",30.1,29.5 - 30.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,"May 12 - May 24, 2021",28.0,23.2 - 33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,"May 12 - May 24, 2021",29.3,25.6 - 33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,"May 12 - May 24, 2021",27.9,24.2 - 31.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,"May 12 - May 24, 2021",33.7,28.5 - 39.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,"May 12 - May 24, 2021",32.3,29.7 - 35.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,"May 12 - May 24, 2021",33.1,29.2 - 37.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,"May 12 - May 24, 2021",32.4,28.0 - 37.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,"May 12 - May 24, 2021",26.1,21.6 - 31.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,"May 12 - May 24, 2021",30.8,24.6 - 37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,"May 12 - May 24, 2021",28.9,26.1 - 31.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,"May 12 - May 24, 2021",30.9,26.6 - 35.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,"May 12 - May 24, 2021",25.5,19.6 - 32.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,"May 12 - May 24, 2021",28.9,24.1 - 34.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,"May 12 - May 24, 2021",29.1,25.0 - 33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,"May 12 - May 24, 2021",27.9,23.6 - 32.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,"May 12 - May 24, 2021",26.2,22.3 - 30.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,"May 12 - May 24, 2021",25.1,21.7 - 28.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,"May 12 - May 24, 2021",31.4,26.4 - 36.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,"May 12 - May 24, 2021",33.3,26.2 - 40.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,"May 12 - May 24, 2021",26.2,20.3 - 32.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,"May 12 - May 24, 2021",27.7,24.3 - 31.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,"May 12 - May 24, 2021",28.0,24.7 - 31.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,"May 12 - May 24, 2021",28.8,25.6 - 32.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,"May 12 - May 24, 2021",24.7,21.5 - 28.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,"May 12 - May 24, 2021",32.3,26.3 - 38.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,"May 12 - May 24, 2021",26.7,22.8 - 30.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,"May 12 - May 24, 2021",27.1,20.4 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,"May 12 - May 24, 2021",25.3,21.8 - 29.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,"May 12 - May 24, 2021",28.4,24.7 - 32.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,"May 12 - May 24, 2021",27.5,22.5 - 32.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,"May 12 - May 24, 2021",26.3,23.2 - 29.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,"May 12 - May 24, 2021",29.1,25.3 - 33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,"May 12 - May 24, 2021",32.4,27.4 - 37.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,"May 12 - May 24, 2021",28.1,23.6 - 32.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,"May 12 - May 24, 2021",23.2,17.2 - 30.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,"May 12 - May 24, 2021",28.5,24.4 - 33.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,"May 12 - May 24, 2021",33.0,27.2 - 39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,"May 12 - May 24, 2021",32.6,29.4 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,"May 12 - May 24, 2021",30.2,26.7 - 34.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,"May 12 - May 24, 2021",26.4,21.7 - 31.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,"May 12 - May 24, 2021",30.1,25.6 - 35.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,"May 12 - May 24, 2021",24.3,19.2 - 30.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,"May 12 - May 24, 2021",33.5,30.1 - 37.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,"May 12 - May 24, 2021",32.4,29.1 - 35.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,"May 12 - May 24, 2021",27.7,24.3 - 31.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,"May 12 - May 24, 2021",28.0,22.0 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,"May 12 - May 24, 2021",32.3,28.9 - 35.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,"May 12 - May 24, 2021",31.3,28.6 - 34.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,"May 12 - May 24, 2021",31.6,25.6 - 38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,"May 12 - May 24, 2021",29.9,26.1 - 33.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,"May 12 - May 24, 2021",32.3,24.3 - 41.1
Symptoms of Depressive Disorder,National Estimate,United States,"May 26 - Jun 7, 2021",20.9,20.2 - 21.6
Symptoms of Depressive Disorder,By State,Alabama,"May 26 - Jun 7, 2021",21.5,16.5 - 27.2
Symptoms of Depressive Disorder,By State,Alaska,"May 26 - Jun 7, 2021",17.1,13.6 - 21.0
Symptoms of Depressive Disorder,By State,Arizona,"May 26 - Jun 7, 2021",21.9,18.0 - 26.2
Symptoms of Depressive Disorder,By State,Arkansas,"May 26 - Jun 7, 2021",24.1,19.1 - 29.8
Symptoms of Depressive Disorder,By State,California,"May 26 - Jun 7, 2021",23.0,20.6 - 25.6
Symptoms of Depressive Disorder,By State,Colorado,"May 26 - Jun 7, 2021",19.6,16.0 - 23.6
Symptoms of Depressive Disorder,By State,Connecticut,"May 26 - Jun 7, 2021",16.2,13.1 - 19.6
Symptoms of Depressive Disorder,By State,Delaware,"May 26 - Jun 7, 2021",21.1,15.8 - 27.2
Symptoms of Depressive Disorder,By State,District of Columbia,"May 26 - Jun 7, 2021",20.3,15.8 - 25.5
Symptoms of Depressive Disorder,By State,Florida,"May 26 - Jun 7, 2021",16.9,13.8 - 20.4
Symptoms of Depressive Disorder,By State,Georgia,"May 26 - Jun 7, 2021",21.8,17.9 - 26.0
Symptoms of Depressive Disorder,By State,Hawaii,"May 26 - Jun 7, 2021",19.7,15.2 - 24.8
Symptoms of Depressive Disorder,By State,Idaho,"May 26 - Jun 7, 2021",17.3,12.8 - 22.6
Symptoms of Depressive Disorder,By State,Illinois,"May 26 - Jun 7, 2021",21.2,17.5 - 25.4
Symptoms of Depressive Disorder,By State,Indiana,"May 26 - Jun 7, 2021",21.0,17.5 - 24.9
Symptoms of Depressive Disorder,By State,Iowa,"May 26 - Jun 7, 2021",19.8,16.3 - 23.8
Symptoms of Depressive Disorder,By State,Kansas,"May 26 - Jun 7, 2021",18.9,15.2 - 23.1
Symptoms of Depressive Disorder,By State,Kentucky,"May 26 - Jun 7, 2021",19.5,15.5 - 24.0
Symptoms of Depressive Disorder,By State,Louisiana,"May 26 - Jun 7, 2021",24.5,19.3 - 30.2
Symptoms of Depressive Disorder,By State,Maine,"May 26 - Jun 7, 2021",18.3,13.7 - 23.6
Symptoms of Depressive Disorder,By State,Maryland,"May 26 - Jun 7, 2021",16.5,13.5 - 20.0
Symptoms of Depressive Disorder,By State,Massachusetts,"May 26 - Jun 7, 2021",18.3,15.4 - 21.4
Symptoms of Depressive Disorder,By State,Michigan,"May 26 - Jun 7, 2021",17.5,14.5 - 20.9
Symptoms of Depressive Disorder,By State,Minnesota,"May 26 - Jun 7, 2021",19.5,16.4 - 22.8
Symptoms of Depressive Disorder,By State,Mississippi,"May 26 - Jun 7, 2021",23.8,18.9 - 29.3
Symptoms of Depressive Disorder,By State,Missouri,"May 26 - Jun 7, 2021",24.3,20.4 - 28.4
Symptoms of Depressive Disorder,By State,Montana,"May 26 - Jun 7, 2021",13.6,10.1 - 17.9
Symptoms of Depressive Disorder,By State,Nebraska,"May 26 - Jun 7, 2021",15.3,12.0 - 19.1
Symptoms of Depressive Disorder,By State,Nevada,"May 26 - Jun 7, 2021",28.2,23.4 - 33.4
Symptoms of Depressive Disorder,By State,New Hampshire,"May 26 - Jun 7, 2021",26.3,21.5 - 31.5
Symptoms of Depressive Disorder,By State,New Jersey,"May 26 - Jun 7, 2021",21.8,18.0 - 26.1
Symptoms of Depressive Disorder,By State,New Mexico,"May 26 - Jun 7, 2021",23.7,19.4 - 28.5
Symptoms of Depressive Disorder,By State,New York,"May 26 - Jun 7, 2021",19.9,16.3 - 24.0
Symptoms of Depressive Disorder,By State,North Carolina,"May 26 - Jun 7, 2021",24.6,19.8 - 29.9
Symptoms of Depressive Disorder,By State,North Dakota,"May 26 - Jun 7, 2021",18.7,13.2 - 25.3
Symptoms of Depressive Disorder,By State,Ohio,"May 26 - Jun 7, 2021",20.2,16.7 - 24.1
Symptoms of Depressive Disorder,By State,Oklahoma,"May 26 - Jun 7, 2021",22.2,16.7 - 28.5
Symptoms of Depressive Disorder,By State,Oregon,"May 26 - Jun 7, 2021",23.0,19.8 - 26.3
Symptoms of Depressive Disorder,By State,Pennsylvania,"May 26 - Jun 7, 2021",20.0,16.9 - 23.4
Symptoms of Depressive Disorder,By State,Rhode Island,"May 26 - Jun 7, 2021",17.2,13.1 - 22.0
Symptoms of Depressive Disorder,By State,South Carolina,"May 26 - Jun 7, 2021",21.7,18.0 - 25.7
Symptoms of Depressive Disorder,By State,South Dakota,"May 26 - Jun 7, 2021",20.8,15.4 - 27.1
Symptoms of Depressive Disorder,By State,Tennessee,"May 26 - Jun 7, 2021",19.7,16.2 - 23.7
Symptoms of Depressive Disorder,By State,Texas,"May 26 - Jun 7, 2021",23.7,19.9 - 27.8
Symptoms of Depressive Disorder,By State,Utah,"May 26 - Jun 7, 2021",19.1,16.1 - 22.4
Symptoms of Depressive Disorder,By State,Vermont,"May 26 - Jun 7, 2021",17.8,13.5 - 22.8
Symptoms of Depressive Disorder,By State,Virginia,"May 26 - Jun 7, 2021",21.3,17.0 - 26.1
Symptoms of Depressive Disorder,By State,Washington,"May 26 - Jun 7, 2021",22.5,19.3 - 26.0
Symptoms of Depressive Disorder,By State,West Virginia,"May 26 - Jun 7, 2021",22.3,16.9 - 28.5
Symptoms of Depressive Disorder,By State,Wisconsin,"May 26 - Jun 7, 2021",13.4,10.9 - 16.3
Symptoms of Depressive Disorder,By State,Wyoming,"May 26 - Jun 7, 2021",15.9,10.8 - 22.1
Symptoms of Anxiety Disorder,National Estimate,United States,"May 26 - Jun 7, 2021",25.4,24.7 - 26.2
Symptoms of Anxiety Disorder,By State,Alabama,"May 26 - Jun 7, 2021",27.7,21.8 - 34.2
Symptoms of Anxiety Disorder,By State,Alaska,"May 26 - Jun 7, 2021",23.6,19.5 - 28.1
Symptoms of Anxiety Disorder,By State,Arizona,"May 26 - Jun 7, 2021",27.1,23.4 - 31.1
Symptoms of Anxiety Disorder,By State,Arkansas,"May 26 - Jun 7, 2021",26.9,22.4 - 31.8
Symptoms of Anxiety Disorder,By State,California,"May 26 - Jun 7, 2021",26.5,23.4 - 29.9
Symptoms of Anxiety Disorder,By State,Colorado,"May 26 - Jun 7, 2021",26.2,22.5 - 30.1
Symptoms of Anxiety Disorder,By State,Connecticut,"May 26 - Jun 7, 2021",19.7,15.9 - 23.8
Symptoms of Anxiety Disorder,By State,Delaware,"May 26 - Jun 7, 2021",24.0,18.3 - 30.5
Symptoms of Anxiety Disorder,By State,District of Columbia,"May 26 - Jun 7, 2021",21.5,15.9 - 27.9
Symptoms of Anxiety Disorder,By State,Florida,"May 26 - Jun 7, 2021",24.4,20.4 - 28.8
Symptoms of Anxiety Disorder,By State,Georgia,"May 26 - Jun 7, 2021",26.9,21.8 - 32.5
Symptoms of Anxiety Disorder,By State,Hawaii,"May 26 - Jun 7, 2021",26.6,21.7 - 31.9
Symptoms of Anxiety Disorder,By State,Idaho,"May 26 - Jun 7, 2021",22.3,17.5 - 27.6
Symptoms of Anxiety Disorder,By State,Illinois,"May 26 - Jun 7, 2021",25.1,21.2 - 29.4
Symptoms of Anxiety Disorder,By State,Indiana,"May 26 - Jun 7, 2021",24.7,21.2 - 28.5
Symptoms of Anxiety Disorder,By State,Iowa,"May 26 - Jun 7, 2021",23.9,20.2 - 28.0
Symptoms of Anxiety Disorder,By State,Kansas,"May 26 - Jun 7, 2021",21.8,18.5 - 25.4
Symptoms of Anxiety Disorder,By State,Kentucky,"May 26 - Jun 7, 2021",23.0,17.4 - 29.4
Symptoms of Anxiety Disorder,By State,Louisiana,"May 26 - Jun 7, 2021",31.8,26.6 - 37.4
Symptoms of Anxiety Disorder,By State,Maine,"May 26 - Jun 7, 2021",23.2,17.6 - 29.6
Symptoms of Anxiety Disorder,By State,Maryland,"May 26 - Jun 7, 2021",22.5,19.7 - 25.5
Symptoms of Anxiety Disorder,By State,Massachusetts,"May 26 - Jun 7, 2021",23.9,20.7 - 27.4
Symptoms of Anxiety Disorder,By State,Michigan,"May 26 - Jun 7, 2021",19.8,16.5 - 23.5
Symptoms of Anxiety Disorder,By State,Minnesota,"May 26 - Jun 7, 2021",22.3,19.1 - 25.7
Symptoms of Anxiety Disorder,By State,Mississippi,"May 26 - Jun 7, 2021",27.6,22.7 - 32.9
Symptoms of Anxiety Disorder,By State,Missouri,"May 26 - Jun 7, 2021",29.3,25.7 - 33.1
Symptoms of Anxiety Disorder,By State,Montana,"May 26 - Jun 7, 2021",17.7,13.8 - 22.2
Symptoms of Anxiety Disorder,By State,Nebraska,"May 26 - Jun 7, 2021",17.8,14.7 - 21.3
Symptoms of Anxiety Disorder,By State,Nevada,"May 26 - Jun 7, 2021",30.7,26.8 - 34.7
Symptoms of Anxiety Disorder,By State,New Hampshire,"May 26 - Jun 7, 2021",28.8,24.0 - 34.1
Symptoms of Anxiety Disorder,By State,New Jersey,"May 26 - Jun 7, 2021",26.5,22.1 - 31.3
Symptoms of Anxiety Disorder,By State,New Mexico,"May 26 - Jun 7, 2021",28.6,24.1 - 33.4
Symptoms of Anxiety Disorder,By State,New York,"May 26 - Jun 7, 2021",22.9,18.6 - 27.5
Symptoms of Anxiety Disorder,By State,North Carolina,"May 26 - Jun 7, 2021",26.7,21.5 - 32.5
Symptoms of Anxiety Disorder,By State,North Dakota,"May 26 - Jun 7, 2021",22.6,16.7 - 29.4
Symptoms of Anxiety Disorder,By State,Ohio,"May 26 - Jun 7, 2021",25.4,21.4 - 29.8
Symptoms of Anxiety Disorder,By State,Oklahoma,"May 26 - Jun 7, 2021",26.5,20.2 - 33.6
Symptoms of Anxiety Disorder,By State,Oregon,"May 26 - Jun 7, 2021",28.9,25.9 - 32.1
Symptoms of Anxiety Disorder,By State,Pennsylvania,"May 26 - Jun 7, 2021",25.8,22.6 - 29.2
Symptoms of Anxiety Disorder,By State,Rhode Island,"May 26 - Jun 7, 2021",22.2,16.2 - 29.2
Symptoms of Anxiety Disorder,By State,South Carolina,"May 26 - Jun 7, 2021",26.5,22.3 - 31.0
Symptoms of Anxiety Disorder,By State,South Dakota,"May 26 - Jun 7, 2021",21.1,15.7 - 27.3
Symptoms of Anxiety Disorder,By State,Tennessee,"May 26 - Jun 7, 2021",25.2,21.6 - 29.1
Symptoms of Anxiety Disorder,By State,Texas,"May 26 - Jun 7, 2021",28.0,24.7 - 31.5
Symptoms of Anxiety Disorder,By State,Utah,"May 26 - Jun 7, 2021",25.2,21.4 - 29.2
Symptoms of Anxiety Disorder,By State,Vermont,"May 26 - Jun 7, 2021",23.1,17.9 - 29.0
Symptoms of Anxiety Disorder,By State,Virginia,"May 26 - Jun 7, 2021",24.1,20.9 - 27.4
Symptoms of Anxiety Disorder,By State,Washington,"May 26 - Jun 7, 2021",27.8,24.4 - 31.4
Symptoms of Anxiety Disorder,By State,West Virginia,"May 26 - Jun 7, 2021",27.9,21.6 - 34.9
Symptoms of Anxiety Disorder,By State,Wisconsin,"May 26 - Jun 7, 2021",20.0,16.9 - 23.4
Symptoms of Anxiety Disorder,By State,Wyoming,"May 26 - Jun 7, 2021",18.5,13.6 - 24.3
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,"May 26 - Jun 7, 2021",29.6,28.9 - 30.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,"May 26 - Jun 7, 2021",31.8,25.7 - 38.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,"May 26 - Jun 7, 2021",26.9,22.5 - 31.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,"May 26 - Jun 7, 2021",31.8,28.0 - 35.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,"May 26 - Jun 7, 2021",32.9,27.7 - 38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,"May 26 - Jun 7, 2021",30.7,27.9 - 33.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,"May 26 - Jun 7, 2021",30.3,26.5 - 34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,"May 26 - Jun 7, 2021",23.6,19.6 - 27.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,"May 26 - Jun 7, 2021",27.4,22.1 - 33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,"May 26 - Jun 7, 2021",26.8,21.2 - 33.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,"May 26 - Jun 7, 2021",28.0,23.6 - 32.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,"May 26 - Jun 7, 2021",32.2,27.1 - 37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,"May 26 - Jun 7, 2021",29.3,23.9 - 35.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,"May 26 - Jun 7, 2021",23.9,19.0 - 29.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,"May 26 - Jun 7, 2021",28.2,23.9 - 32.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,"May 26 - Jun 7, 2021",29.3,25.5 - 33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,"May 26 - Jun 7, 2021",27.8,23.6 - 32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,"May 26 - Jun 7, 2021",25.4,21.5 - 29.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,"May 26 - Jun 7, 2021",28.4,22.7 - 34.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,"May 26 - Jun 7, 2021",34.2,28.8 - 40.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,"May 26 - Jun 7, 2021",28.0,21.7 - 35.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,"May 26 - Jun 7, 2021",26.6,23.3 - 30.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,"May 26 - Jun 7, 2021",27.2,23.9 - 30.6
